fy,month,year,source,allocated,designated,lottiemoon,anniearmstrong,other_designated
2014-2015,Feb,2015,Alaska,16023.51,54853.5,52101.04,2247.46,505.0
2014-2015,Feb,2015,Arizona,85664.24,348699.15,346589.14,0.0,2110.01
2014-2015,Feb,2015,Arkansas,1072502.79,2587827.65,2407591.28,115004.01,65232.36
2014-2015,Feb,2015,California,174843.8,887192.83,871451.4,12219.53,3521.9
2014-2015,Feb,2015,Colorado,24929.92,299399.22,297707.22,1692.0,0.0
2014-2015,Feb,2015,Dakota,10269.68,30324.79,28697.67,1510.0,117.12
2014-2015,Feb,2015,D. C.,0.0,0.0,0.0,0.0,0.0
2014-2015,Feb,2015,Florida,984000.0,2823726.67,2738332.57,64629.49,20764.61
2014-2015,Feb,2015,Georgia,980273.71,3009384.5,2770910.45,158098.04,80376.01
2014-2015,Feb,2015,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2014-2015,Feb,2015,Illinois,184875.31,456296.63,432994.51,14861.46,8440.66
2014-2015,Feb,2015,Indiana,60000.0,266410.11,240571.07,17965.1,7873.94
2014-2015,Feb,2015,Iowa,21388.78,42664.04,41893.71,103.33,667.0
2014-2015,Feb,2015,Kansas-Nebraska,45803.68,116669.3,104380.69,11369.53,919.08
2014-2015,Feb,2015,Kentucky,969689.5,2947234.8,2765318.47,131498.89,50417.44
2014-2015,Feb,2015,Louisiana,814063.82,1274158.68,1165546.65,97562.95,11049.08
2014-2015,Feb,2015,Maryland-Delaware,137012.03,221707.26,216292.68,3125.56,2289.02
2014-2015,Feb,2015,Michigan,91691.04,178676.94,163740.79,10283.8,4652.35
2014-2015,Feb,2015,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2014-2015,Feb,2015,Mississippi,964870.18,4756514.98,4591681.64,127627.49,37205.85
2014-2015,Feb,2015,Missouri,472501.52,1908512.74,1797821.6,81688.05,29003.09
2014-2015,Feb,2015,Montana,11547.43,110060.12,76175.23,33091.89,793.0
2014-2015,Feb,2015,Nevada,29870.04,86998.78,85823.78,100.0,1075.0
2014-2015,Feb,2015,New England,13961.0,61110.64,55763.36,291.67,5055.61
2014-2015,Feb,2015,New Mexico,70429.9,553802.14,538705.24,9520.88,5576.02
2014-2015,Feb,2015,New York,15315.93,65084.13,57308.73,7205.02,570.38
2014-2015,Feb,2015,North Carolina,894201.71,5052615.64,4873685.12,144425.03,34505.49
2014-2015,Feb,2015,Northwest,62985.52,201802.17,198272.51,1818.6,1711.06
2014-2015,Feb,2015,Ohio,91820.64,202354.76,178422.64,18880.59,5051.53
2014-2015,Feb,2015,Oklahoma,1196875.61,2133612.9,2006923.23,111473.61,15216.06
2014-2015,Feb,2015,Pennsylvania-South Jersey,13233.88,63410.5,61205.53,1636.43,568.54
2014-2015,Feb,2015,Puerto Rico/Virgin Islands,1069.27,6484.13,6484.13,0.0,0.0
2014-2015,Feb,2015,South Carolina,868418.62,2849363.65,2767999.57,41555.04,39809.04
2014-2015,Feb,2015,Tennessee,1295691.91,4938843.95,4734516.14,150022.48,54305.33
2014-2015,Feb,2015,Texas - BGCT,1750789.18,4591551.02,4188004.14,317905.33,85641.55
2014-2015,Feb,2015,Texas - SBTC,1698466.55,3483691.39,3249690.78,205397.39,28603.22
2014-2015,Feb,2015,Utah - Idaho,14979.13,69433.01,67701.72,1274.62,456.67
2014-2015,Feb,2015,Virginia - BGAV,49977.07,816040.76,764457.19,45852.8,5730.77
2014-2015,Feb,2015,Virginia - SBCV,328758.97,840442.36,805540.5,20803.74,14098.12
2014-2015,Feb,2015,West Virginia,35140.84,129559.74,120058.97,8802.52,698.25
2014-2015,Feb,2015,Wyoming,0.0,0.0,0.0,0.0,0.0
2014-2015,Feb,2015,Churches & Individuals,385427.7,515659.05,225020.47,2341.89,288296.69
2014-2015,Mar,2015,Alabama,1304381.87,2999088.61,2910152.97,45905.47,43030.17
2014-2015,Mar,2015,Alaska,19277.63,18726.44,18001.74,674.7,50.0
2014-2015,Mar,2015,Arizona,71739.41,126124.13,125174.88,0.0,949.25
2014-2015,Mar,2015,Arkansas,657385.68,353417.96,307564.2,30602.79,15250.97
2014-2015,Mar,2015,California,175455.76,271071.46,256044.01,10008.92,5018.53
2014-2015,Mar,2015,Colorado,31346.31,71570.81,67064.11,3349.8,1156.9
2014-2015,Mar,2015,Dakota,4684.15,9962.88,9962.88,0.0,0.0
2014-2015,Mar,2015,D. C.,2692.3,994.94,994.94,0.0,0.0
2014-2015,Mar,2015,Florida,984000.0,1311076.97,1217643.88,68996.97,24436.12
2014-2015,Mar,2015,Georgia,1273743.43,2477588.42,2322878.02,65145.65,89564.75
2014-2015,Mar,2015,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2014-2015,Mar,2015,Illinois,154015.43,158162.87,138856.11,14711.7,4595.06
2014-2015,Mar,2015,Indiana,174339.46,97121.45,89911.99,6755.57,453.89
2014-2015,Mar,2015,Iowa,17562.23,37206.26,34639.82,1782.94,783.5
2014-2015,Mar,2015,Kansas-Nebraska,49671.78,70382.55,57158.45,12470.17,753.93
2014-2015,Mar,2015,Kentucky,750050.01,1030009.09,955919.05,45902.34,28187.7
2014-2015,Mar,2015,Louisiana,502782.68,616242.02,552630.18,58981.3,4630.54
2014-2015,Mar,2015,Maryland-Delaware,119816.84,79045.91,64920.04,8973.23,5152.64
2014-2015,Mar,2015,Michigan,25154.15,31564.86,26250.86,3852.41,1461.59
2014-2015,Mar,2015,Minnesota-Wisconsin,9915.29,51164.45,48802.99,1838.64,522.82
2014-2015,Mar,2015,Mississippi,965017.66,1949886.17,1891441.64,49985.24,8459.29
2014-2015,Mar,2015,Missouri,424681.46,581714.74,517231.58,51869.62,12613.54
2014-2015,Mar,2015,Montana,10043.2,5642.9,5200.6,349.3,93.0
2014-2015,Mar,2015,Nevada,36273.91,18421.76,16803.16,1511.0,107.6
2014-2015,Mar,2015,New England,13346.0,60255.55,59714.9,186.87,353.78
2014-2015,Mar,2015,New Mexico,78739.37,96774.11,80976.71,9941.21,5856.19
2014-2015,Mar,2015,New York,15708.53,75055.55,72109.41,1286.83,1659.31
2014-2015,Mar,2015,North Carolina,741915.1,2266214.34,2195428.39,56447.3,14338.65
2014-2015,Mar,2015,Northwest,48121.68,55403.26,51305.09,2914.97,1183.2
2014-2015,Mar,2015,Ohio,135794.95,59133.49,45499.51,9349.15,4284.83
2014-2015,Mar,2015,Oklahoma,856795.36,2395906.89,2200292.76,166718.63,28895.5
2014-2015,Mar,2015,Pennsylvania-South Jersey,15056.81,35805.93,29784.8,5674.93,346.2
2014-2015,Mar,2015,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2014-2015,Mar,2015,South Carolina,931019.92,1233831.8,1148530.23,63582.04,21719.53
2014-2015,Mar,2015,Tennessee,1047486.16,2035652.34,1862252.99,121178.36,52220.99
2014-2015,Mar,2015,Texas - BGCT,767374.37,2757238.49,2530872.27,158297.28,68068.94
2014-2015,Mar,2015,Texas - SBTC,1009259.8,1603092.99,1541433.06,46473.2,15186.73
2014-2015,Mar,2015,Utah - Idaho,10684.13,54908.14,53566.89,509.58,831.67
2014-2015,Mar,2015,Virginia - BGAV,96023.53,669870.46,652138.65,16211.67,1520.14
2014-2015,Mar,2015,Virginia - SBCV,253501.86,232380.7,211849.45,12371.73,8159.52
2014-2015,Mar,2015,West Virginia,37894.51,21513.7,20765.63,306.0,442.07
2014-2015,Mar,2015,Wyoming,19702.1,69081.08,67834.93,279.3,966.85
2014-2015,Mar,2015,Churches & Individuals,396525.22,163016.41,67124.46,1962.4,93929.55
2014-2015,Apr,2015,Alabama,1277900.1,875048.57,689512.29,132645.19,52891.09
2014-2015,Apr,2015,Alaska,14516.29,9018.0,5835.0,3073.0,110.0
2014-2015,Apr,2015,Arizona,62095.69,31129.2,13158.57,17597.84,372.79
2014-2015,Apr,2015,Arkansas,684021.45,855220.75,348514.57,490919.84,15786.34
2014-2015,Apr,2015,California,179584.92,145751.36,120969.11,22420.38,2361.87
2014-2015,Apr,2015,Colorado,45448.6,42968.44,20812.39,22027.05,129.0
2014-2015,Apr,2015,Dakota,3917.68,1346.81,538.81,808.0,0.0
2014-2015,Apr,2015,D. C.,0.0,500.0,500.0,0.0,0.0
2014-2015,Apr,2015,Florida,984000.0,429838.28,271602.84,75659.71,82575.73
2014-2015,Apr,2015,Georgia,1225384.7,1011728.1,804530.31,143471.8,63725.99
2014-2015,Apr,2015,Hawaii Pacific,66863.12,102616.02,88214.05,1196.0,13205.97
2014-2015,Apr,2015,Illinois,199143.53,93504.88,33805.36,55571.29,4128.23
2014-2015,Apr,2015,Indiana,46935.52,28064.48,14694.44,11950.81,1419.23
2014-2015,Apr,2015,Iowa,23561.09,11045.29,7083.12,3147.57,814.6
2014-2015,Apr,2015,Kansas-Nebraska,60279.63,97895.6,27284.62,69623.39,987.59
2014-2015,Apr,2015,Kentucky,694339.07,426322.4,339342.74,37711.16,49268.5
2014-2015,Apr,2015,Louisiana,767407.65,694792.14,112018.24,575243.49,7530.41
2014-2015,Apr,2015,Maryland-Delaware,135381.66,191396.18,64197.86,124138.9,3059.42
2014-2015,Apr,2015,Michigan,15273.56,20073.01,15057.69,4128.51,886.81
2014-2015,Apr,2015,Minnesota-Wisconsin,5424.81,6008.18,5486.04,522.14,0.0
2014-2015,Apr,2015,Mississippi,964870.18,674079.17,576739.64,89735.57,7603.96
2014-2015,Apr,2015,Missouri,397182.51,242475.93,179765.89,57603.58,5106.46
2014-2015,Apr,2015,Montana,11187.29,9395.22,7369.89,1916.03,109.3
2014-2015,Apr,2015,Nevada,34894.84,38771.43,28877.55,8767.53,1126.35
2014-2015,Apr,2015,New England,8260.0,6420.4,2767.47,3132.31,520.62
2014-2015,Apr,2015,New Mexico,121853.86,37233.9,16821.05,8334.39,12078.46
2014-2015,Apr,2015,New York,13706.1,76546.79,74405.86,1657.56,483.37
2014-2015,Apr,2015,North Carolina,767606.36,991767.55,864411.22,113162.33,14194.0
2014-2015,Apr,2015,Northwest,64423.36,47644.85,16631.65,28833.07,2180.13
2014-2015,Apr,2015,Ohio,147168.08,187218.96,17966.53,165479.63,3772.8
2014-2015,Apr,2015,Oklahoma,861955.68,807007.31,738055.05,57554.51,11397.75
2014-2015,Apr,2015,Pennsylvania-South Jersey,16606.98,24517.86,18591.27,5763.34,163.25
2014-2015,Apr,2015,Puerto Rico/Virgin Islands,1188.07,6390.75,6390.75,0.0,0.0
2014-2015,Apr,2015,South Carolina,891149.0,1097237.71,883472.35,192492.71,21272.65
2014-2015,Apr,2015,Tennessee,1047376.93,754480.6,600195.65,90574.22,63710.73
2014-2015,Apr,2015,Texas - BGCT,1023845.3,803846.06,649976.61,98636.87,55232.58
2014-2015,Apr,2015,Texas - SBTC,1033794.93,1409255.73,1220601.34,170343.53,18310.86
2014-2015,Apr,2015,Utah - Idaho,11648.75,37622.88,23578.06,13412.48,632.34
2014-2015,Apr,2015,Virginia - BGAV,64876.71,106968.79,90496.02,15279.61,1193.16
2014-2015,Apr,2015,Virginia - SBCV,403447.22,351546.48,163525.9,180184.17,7836.41
2014-2015,Apr,2015,West Virginia,34403.13,17440.39,7309.32,9628.47,502.6
2014-2015,Apr,2015,Wyoming,8169.4,13839.79,12489.42,968.38,381.99
2014-2015,Apr,2015,Churches & Individuals,430028.9,419354.87,73692.11,40747.1,304915.66
2014-2015,May,2015,Alabama,1730851.72,1952480.11,295015.36,1611806.36,45658.39
2014-2015,May,2015,Alaska,24245.04,28314.51,3610.69,24703.82,0.0
2014-2015,May,2015,Arizona,83161.47,176638.21,14743.81,160528.53,1365.87
2014-2015,May,2015,Arkansas,666388.38,777913.29,88310.94,658867.75,30734.6
2014-2015,May,2015,California,204508.85,340574.6,111759.45,225762.74,3052.41
2014-2015,May,2015,Colorado,28692.95,55852.85,50993.04,4289.81,570.0
2014-2015,May,2015,Dakota,8190.49,22846.54,2360.21,20466.33,20.0
2014-2015,May,2015,D. C.,0.0,0.0,0.0,0.0,0.0
2014-2015,May,2015,Florida,984000.0,1001527.83,180736.35,795149.49,25641.99
2014-2015,May,2015,Georgia,1612591.12,2135458.53,617448.58,1400020.38,117989.57
2014-2015,May,2015,Hawaii Pacific,23354.9,22154.76,16067.27,6071.77,15.72
2014-2015,May,2015,Illinois,243483.49,395855.91,52656.21,336195.03,7004.67
2014-2015,May,2015,Indiana,130065.55,159972.56,11749.67,142552.02,5670.87
2014-2015,May,2015,Iowa,21755.78,24479.6,1743.0,22736.6,0.0
2014-2015,May,2015,Kansas-Nebraska,52624.84,104297.37,14637.44,88697.14,962.79
2014-2015,May,2015,Kentucky,999237.46,1105218.38,220034.16,849990.72,35193.5
2014-2015,May,2015,Louisiana,690113.48,660450.45,79751.86,576008.19,4690.4
2014-2015,May,2015,Maryland-Delaware,160479.07,169319.44,21272.55,144956.04,3090.85
2014-2015,May,2015,Michigan,35197.74,85564.09,11362.6,73875.6,325.89
2014-2015,May,2015,Minnesota-Wisconsin,6479.14,18618.76,486.75,18013.01,119.0
2014-2015,May,2015,Mississippi,964870.18,1493802.98,208144.69,1271646.69,14011.6
2014-2015,May,2015,Missouri,579290.55,862527.42,121404.74,727054.69,14067.99
2014-2015,May,2015,Montana,12132.34,32985.1,3035.52,29269.8,679.78
2014-2015,May,2015,Nevada,41629.69,18479.46,4441.66,13458.45,579.35
2014-2015,May,2015,New England,9012.0,39554.58,16050.1,23031.93,472.55
2014-2015,May,2015,New Mexico,118052.44,186386.31,22305.16,156919.75,7161.4
2014-2015,May,2015,New York,18199.02,37434.27,7213.37,28462.97,1757.93
2014-2015,May,2015,North Carolina,1084518.15,2543646.58,421796.27,2102568.56,19281.75
2014-2015,May,2015,Northwest,71447.33,128292.58,17250.32,109090.47,1951.79
2014-2015,May,2015,Ohio,211559.35,429361.69,269735.09,150828.54,8798.06
2014-2015,May,2015,Oklahoma,647038.07,727171.18,265925.35,452521.49,8724.34
2014-2015,May,2015,Pennsylvania-South Jersey,21711.14,41422.76,5640.97,35119.03,662.76
2014-2015,May,2015,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2014-2015,May,2015,South Carolina,1067027.07,1396653.01,229216.12,1149502.24,17934.65
2014-2015,May,2015,Tennessee,1465611.1,2680128.98,1045023.14,1567731.95,67373.89
2014-2015,May,2015,Texas - BGCT,915385.07,1728691.63,449374.81,1210763.19,68553.63
2014-2015,May,2015,Texas - SBTC,1523457.36,1144108.78,378221.1,742505.71,23381.97
2014-2015,May,2015,Utah - Idaho,14934.41,42750.33,8175.28,34250.05,325.0
2014-2015,May,2015,Virginia - BGAV,111123.27,577767.92,73629.52,498767.15,5371.25
2014-2015,May,2015,Virginia - SBCV,291296.44,455781.28,67439.47,378351.33,9990.48
2014-2015,May,2015,West Virginia,39368.62,53623.22,300.0,52725.08,598.14
2014-2015,May,2015,Wyoming,13052.36,15532.67,782.39,14497.18,253.1
2014-2015,May,2015,Churches & Individuals,437273.71,191323.4,34950.65,28948.18,127424.57
2014-2015,Jun,2015,Alabama,1304521.25,2341110.81,157326.21,2147584.27,36200.33
2014-2015,Jun,2015,Alaska,15739.74,28092.47,2400.0,25662.47,30.0
2014-2015,Jun,2015,Arizona,66202.35,118074.79,8473.02,109294.77,307.0
2014-2015,Jun,2015,Arkansas,859004.85,393258.57,76813.47,297542.44,18902.66
2014-2015,Jun,2015,California,0.0,0.0,0.0,0.0,0.0
2014-2015,Jun,2015,Colorado,36682.27,91877.56,20134.03,70558.03,1185.5
2014-2015,Jun,2015,Dakota,4028.67,14488.3,1068.79,13419.51,0.0
2014-2015,Jun,2015,D. C.,236.0,1914.0,94.0,1626.0,194.0
2014-2015,Jun,2015,Florida,984000.0,1079938.23,112088.38,949715.97,18133.88
2014-2015,Jun,2015,Georgia,1124737.45,2192388.35,278499.17,1809471.55,104417.63
2014-2015,Jun,2015,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2014-2015,Jun,2015,Illinois,241695.94,249583.98,17632.9,225153.02,6798.06
2014-2015,Jun,2015,Indiana,87350.47,112056.22,11473.95,99412.1,1170.17
2014-2015,Jun,2015,Iowa,18899.38,27235.87,3109.49,22034.88,2091.5
2014-2015,Jun,2015,Kansas-Nebraska,41564.37,59321.39,9409.67,48640.72,1271.0
2014-2015,Jun,2015,Kentucky,766192.02,883327.58,82202.22,762269.88,38855.48
2014-2015,Jun,2015,Louisiana,489707.08,218373.42,27429.68,186245.09,4698.65
2014-2015,Jun,2015,Maryland-Delaware,131100.1,106809.22,12039.77,90647.41,4122.04
2014-2015,Jun,2015,Michigan,22766.75,29621.99,5798.37,22483.62,1340.0
2014-2015,Jun,2015,Minnesota-Wisconsin,6528.95,36600.77,1745.0,34726.41,129.36
2014-2015,Jun,2015,Mississippi,964983.62,1442475.58,74895.94,1364031.76,3547.88
2014-2015,Jun,2015,Missouri,406111.99,787814.51,88771.1,688705.93,10337.48
2014-2015,Jun,2015,Montana,11541.92,11374.2,2034.53,9309.67,30.0
2014-2015,Jun,2015,Nevada,38777.17,16545.23,1869.18,14550.7,125.35
2014-2015,Jun,2015,New England,12060.0,34820.95,4030.15,30370.6,420.2
2014-2015,Jun,2015,New Mexico,0.0,0.0,0.0,0.0,0.0
2014-2015,Jun,2015,New York,17225.3,50491.33,3395.32,44657.03,2438.98
2014-2015,Jun,2015,North Carolina,717152.49,2157022.82,230825.08,1917630.7,8567.04
2014-2015,Jun,2015,Northwest,64331.72,79281.05,12804.55,63682.33,2794.17
2014-2015,Jun,2015,Ohio,16842.71,17384.98,684.46,15317.56,1382.96
2014-2015,Jun,2015,Oklahoma,1047040.59,1088308.26,187890.99,880394.91,20022.36
2014-2015,Jun,2015,Pennsylvania-South Jersey,15950.93,29698.78,3342.5,26315.84,40.44
2014-2015,Jun,2015,Puerto Rico/Virgin Islands,737.07,0.0,0.0,0.0,0.0
2014-2015,Jun,2015,South Carolina,809009.69,1344325.88,204024.28,1125489.37,14812.23
2014-2015,Jun,2015,Tennessee,1079173.41,1562261.91,202477.76,1312387.55,47396.6
2014-2015,Jun,2015,Texas - BGCT,880557.9,1564450.42,418593.92,1079370.37,66486.13
2014-2015,Jun,2015,Texas - SBTC,1287314.93,891530.11,160364.83,702074.71,29090.57
2014-2015,Jun,2015,Utah - Idaho,12157.69,24319.93,3748.92,20139.34,431.67
2014-2015,Jun,2015,Virginia - BGAV,48815.96,352683.8,31373.65,319239.88,2070.27
2014-2015,Jun,2015,Virginia - SBCV,361647.7,244221.71,38851.58,197200.21,8169.92
2014-2015,Jun,2015,West Virginia,53269.59,47807.02,6581.54,40387.0,838.48
2014-2015,Jun,2015,Wyoming,11191.84,16878.3,327.97,16118.09,432.24
2014-2015,Jun,2015,Churches & Individuals,442777.45,151593.46,13848.61,55233.36,82511.49
2014-2015,Jul,2015,Alabama,1469289.35,1068612.69,237019.24,788675.16,42918.29
2014-2015,Jul,2015,Alaska,0.0,0.0,0.0,0.0,0.0
2014-2015,Jul,2015,Arizona,79589.4,29016.41,1750.68,25180.03,2085.7
2014-2015,Jul,2015,Arkansas,650519.19,211470.3,91047.8,105490.31,14932.19
2014-2015,Jul,2015,California,369581.27,330123.04,43544.46,278662.36,7916.22
2014-2015,Jul,2015,Colorado,55022.57,77266.26,2367.35,71755.91,3143.0
2014-2015,Jul,2015,Dakota,6504.06,7995.65,851.71,6943.94,200.0
2014-2015,Jul,2015,D. C.,0.0,0.0,0.0,0.0,0.0
2014-2015,Jul,2015,Florida,984000.0,345461.77,72190.58,250596.23,22674.96
2014-2015,Jul,2015,Georgia,1319369.09,740354.85,129868.4,523983.61,86502.84
2014-2015,Jul,2015,Hawaii Pacific,32070.37,68825.79,29303.41,37753.65,1768.73
2014-2015,Jul,2015,Illinois,149022.26,60215.05,35996.07,19069.85,5149.13
2014-2015,Jul,2015,Indiana,59960.18,29130.14,9960.49,18880.87,288.78
2014-2015,Jul,2015,Iowa,25182.99,4291.0,75.0,3587.0,629.0
2014-2015,Jul,2015,Kansas-Nebraska,58089.34,26976.22,13762.51,12276.74,936.97
2014-2015,Jul,2015,Kentucky,927435.88,382310.42,100558.94,238746.13,43005.35
2014-2015,Jul,2015,Louisiana,673008.29,148098.63,36229.65,104127.35,7741.63
2014-2015,Jul,2015,Maryland-Delaware,141283.28,84940.29,38091.82,45428.05,1420.42
2014-2015,Jul,2015,Michigan,24637.71,23977.87,5519.77,16894.1,1564.0
2014-2015,Jul,2015,Minnesota-Wisconsin,5543.22,8152.96,1785.0,5897.08,470.88
2014-2015,Jul,2015,Mississippi,965365.4,525811.87,80783.96,439873.6,5154.31
2014-2015,Jul,2015,Missouri,513690.12,293295.45,112839.43,168097.54,12358.48
2014-2015,Jul,2015,Montana,11201.21,1532.23,330.0,1147.23,55.0
2014-2015,Jul,2015,Nevada,42372.3,7369.23,2653.61,4116.62,599.0
2014-2015,Jul,2015,New England,10635.0,14273.87,2448.87,11435.0,390.0
2014-2015,Jul,2015,New Mexico,0.0,210380.58,99337.53,99337.53,11705.52
2014-2015,Jul,2015,New York,14292.77,48173.11,717.44,45791.21,1664.46
2014-2015,Jul,2015,North Carolina,929923.57,1028500.79,270410.65,742819.79,15270.35
2014-2015,Jul,2015,Northwest,54629.19,24279.6,6523.43,16526.36,1229.81
2014-2015,Jul,2015,Ohio,48419.39,19703.46,2691.09,14148.27,2864.1
2014-2015,Jul,2015,Oklahoma,893625.76,117572.0,59782.14,52788.45,5001.41
2014-2015,Jul,2015,Pennsylvania-South Jersey,17761.6,13952.21,4380.96,8546.02,1025.23
2014-2015,Jul,2015,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2014-2015,Jul,2015,South Carolina,1006395.04,502657.99,167647.04,314594.52,20416.43
2014-2015,Jul,2015,Tennessee,1169395.61,736876.08,203433.52,460243.25,73199.31
2014-2015,Jul,2015,Texas - BGCT,837725.62,523670.31,123106.75,337213.59,63349.97
2014-2015,Jul,2015,Texas - SBTC,1270268.46,1045633.09,607216.12,304724.08,133692.89
2014-2015,Jul,2015,Utah - Idaho,13609.86,28314.75,608.17,26808.26,898.32
2014-2015,Jul,2015,Virginia - BGAV,62324.94,124868.4,18703.12,104440.04,1725.24
2014-2015,Jul,2015,Virginia - SBCV,394109.27,164956.78,60717.36,94266.62,9972.8
2014-2015,Jul,2015,West Virginia,28255.5,15741.57,8749.44,6699.7,292.43
2014-2015,Jul,2015,Wyoming,11046.2,10772.76,5476.9,4599.1,696.76
2014-2015,Jul,2015,Churches & Individuals,483115.64,198260.07,50493.78,23189.05,124577.24
2014-2015,Aug,2015,Alabama,1538719.04,468550.14,117327.35,315293.85,35928.94
2014-2015,Aug,2015,Alaska,21938.61,21533.73,8493.73,12950.0,90.0
2014-2015,Aug,2015,Arizona,67542.23,25557.37,7656.81,16861.38,1039.18
2014-2015,Aug,2015,Arkansas,797446.38,185121.36,89714.06,76478.41,18928.89
2014-2015,Aug,2015,California,196569.88,88434.18,18196.16,62590.61,7647.41
2014-2015,Aug,2015,Colorado,48939.1,52469.81,27346.33,24541.48,582.0
2014-2015,Aug,2015,Dakota,7541.96,474.37,263.37,211.0,0.0
2014-2015,Aug,2015,D. C.,2580.46,2290.47,240.0,1611.47,439.0
2014-2015,Aug,2015,Florida,984000.0,248493.07,114367.36,107367.62,26758.09
2014-2015,Aug,2015,Georgia,1123498.92,497897.47,116199.99,287576.45,94121.03
2014-2015,Aug,2015,Hawaii Pacific,26254.91,19675.62,970.0,18460.62,245.0
2014-2015,Aug,2015,Illinois,206013.72,32356.93,14627.82,9779.7,7949.41
2014-2015,Aug,2015,Indiana,21458.2,10174.37,4346.37,5011.92,816.08
2014-2015,Aug,2015,Iowa,23913.41,8292.43,2550.0,2921.43,2821.0
2014-2015,Aug,2015,Kansas-Nebraska,45537.86,39564.18,24614.28,14157.28,792.62
2014-2015,Aug,2015,Kentucky,885986.71,193437.4,75340.95,81605.41,36491.04
2014-2015,Aug,2015,Louisiana,622869.83,140870.04,34601.6,97003.41,9265.03
2014-2015,Aug,2015,Maryland-Delaware,124876.0,28608.49,13384.91,10525.39,4698.19
2014-2015,Aug,2015,Michigan,25470.93,9592.86,5402.97,3799.89,390.0
2014-2015,Aug,2015,Minnesota-Wisconsin,8007.49,4349.84,776.25,3387.23,186.36
2014-2015,Aug,2015,Mississippi,964607.51,237251.65,97094.75,124542.8,15614.1
2014-2015,Aug,2015,Missouri,506349.55,238965.01,103904.18,120532.65,14528.18
2014-2015,Aug,2015,Montana,14633.66,8059.33,892.53,6974.03,192.77
2014-2015,Aug,2015,Nevada,40172.98,1831.0,555.51,204.49,1071.0
2014-2015,Aug,2015,New England,7804.0,2314.02,1235.89,767.32,310.81
2014-2015,Aug,2015,New Mexico,32598.79,88091.34,29068.11,48424.95,10598.28
2014-2015,Aug,2015,New York,16952.1,6562.4,2990.39,2755.26,816.75
2014-2015,Aug,2015,North Carolina,1045182.09,508852.88,197861.15,285646.54,25345.19
2014-2015,Aug,2015,Northwest,60573.26,17651.66,9855.54,5016.89,2779.23
2014-2015,Aug,2015,Ohio,0.0,0.0,0.0,0.0,0.0
2014-2015,Aug,2015,Oklahoma,625095.57,215735.4,130432.14,79186.58,6116.68
2014-2015,Aug,2015,Pennsylvania-South Jersey,19632.56,11340.27,1896.12,9131.47,312.68
2014-2015,Aug,2015,Puerto Rico/Virgin Islands,1116.21,350.0,0.0,350.0,0.0
2014-2015,Aug,2015,South Carolina,960727.29,350321.32,172814.01,160599.18,16908.13
2014-2015,Aug,2015,Tennessee,1298524.46,325735.37,125462.45,147362.14,52910.78
2014-2015,Aug,2015,Texas - BGCT,810554.28,474263.28,185038.37,228718.71,60506.2
2014-2015,Aug,2015,Texas - SBTC,1334435.95,389224.31,245552.12,126725.06,16947.13
2014-2015,Aug,2015,Utah - Idaho,11286.0,5785.43,90.09,5370.34,325.0
2014-2015,Aug,2015,Virginia - BGAV,131431.82,109015.45,47529.23,56854.74,4631.48
2014-2015,Aug,2015,Virginia - SBCV,305227.9,57890.08,27776.04,22362.29,7751.75
2014-2015,Aug,2015,West Virginia,39451.62,9656.26,4834.33,4058.47,763.46
2014-2015,Aug,2015,Wyoming,9786.84,5200.73,44.51,4767.66,388.56
2014-2015,Aug,2015,Churches & Individuals,401906.53,409286.42,4522.2,9379.78,395384.44
